post_id,likes,comments,shares,followers,engagement_rate,growth rate,engagement,Clause 1,Clause 2,Combined,Label
IG0003825,2030,9832,1286,237187,5.54,0.355837377,13148,,,,unlabeled
IG0003826,112054,51,2262,1616283,7.08,0.027656048,114367,,,,unlabeled
IG0003827,90213,14,1912,155542,59.24,0.30024045,92139,,,,unlabeled
IG0003828,171710,5775,538,945405,18.83,0.041463711,178023,,,,unlabeled
IG0003829,163995,8543,3039,171079,102.63,0.150807522,175577,,,,unlabeled
IG0003830,75194,5322,3751,1540314,5.47,0.038433722,84267,,,,unlabeled
IG0003831,31569,8710,1177,26175,158.38,1.898758357,41456,,,,unlabeled
IG0003832,159175,7965,2899,1316696,12.91,0.065694739,170039,,,,unlabeled
IG0003833,16123,530,4761,1886574,1.14,0.04733448,21414,,,,unlabeled
IG0003834,141975,117,3160,332659,43.66,0.048097301,145252,,,,unlabeled
IG0003835,78440,3919,4183,407356,21.24,0.067999489,86542,,,,unlabeled
IG0003836,175780,1778,4468,192737,94.44,0.004150734,182026,,,,unlabeled
IG0003837,190421,969,1474,709772,27.17,0.002536026,192864,,,,unlabeled
IG0003838,160819,7865,4898,1982245,8.76,0.036978275,173582,,,,unlabeled
IG0003839,80030,1400,3758,1720912,4.95,0.028996253,85188,,,,unlabeled
IG0003840,199712,6083,3147,1782740,11.72,0.001851083,208942,,,,unlabeled
IG0003841,62933,4578,4063,229011,31.25,0.079472165,71574,,,,unlabeled
IG0003842,58991,2649,1993,1019509,6.24,0.063167662,63633,,,,unlabeled
IG0003843,180943,8802,3553,1809919,10.68,0.006243373,193298,,,,unlabeled
IG0003844,50051,7637,3938,1201269,5.13,0.055191635,61626,,,,unlabeled
IG0003845,60271,4146,4664,461944,14.95,0.197643004,69081,,,,unlabeled
IG0003846,17446,5199,4976,634822,4.35,0.157051898,27621,,,,unlabeled
IG0003847,45923,9629,243,525531,10.62,0.134530599,55795,,,,unlabeled
IG0003848,109113,3126,3968,571821,20.32,0.006995196,116207,,,,unlabeled
IG0003849,24074,6571,1460,809326,3.97,0.110215167,32105,,,,unlabeled
IG0003850,103170,7759,2379,1415807,8,0.041036667,113308,,,,unlabeled
IG0003851,133422,2052,4867,843257,16.64,0.035457755,140341,,,,unlabeled
IG0003852,57498,5686,2782,1580717,4.17,0.021699014,65966,,,,unlabeled
IG0003853,6363,7723,2468,36649,45.17,1.132363775,16554,,,,unlabeled
IG0003854,190347,9309,688,1192487,16.8,0.010985445,200344,,,,unlabeled
IG0003855,7734,1714,3138,628258,2,0.067169857,12586,,,,unlabeled
IG0003856,22822,4546,538,1909489,1.46,0.047133029,27906,,,,unlabeled
IG0003857,171381,134,3121,1587101,11,0.025707249,174636,,,,unlabeled
IG0003858,16272,7100,2755,620738,4.21,0.08860421,26127,,,,unlabeled
IG0003859,28156,9430,3109,701131,5.8,0.03023686,40695,,,,unlabeled
IG0003860,66526,6404,227,985023,7.43,0.07959205,73157,,,,unlabeled
IG0003861,15430,6517,3835,862488,2.99,0.008231999,25782,,,,unlabeled
IG0003862,188468,6557,3412,338208,58.67,0.284144668,198437,,,,unlabeled
IG0003863,34658,7403,3348,363926,12.48,0.15964784,45409,,,,unlabeled
IG0003864,71347,5411,4272,1686001,4.81,0.04572951,81030,,,,unlabeled
IG0003865,78799,6882,2045,1384736,6.34,0.022314723,87726,,,,unlabeled
IG0003866,147986,217,638,259322,57.4,0.239856241,148841,,,,unlabeled
IG0003867,97260,7059,4609,1108557,9.83,0.037075225,108928,,,,unlabeled
IG0003868,54029,2183,581,1581915,3.59,0.051014119,56793,,,,unlabeled
IG0003869,114232,3158,4735,433939,28.14,0.000460894,122125,,,,unlabeled
IG0003870,46398,6107,3122,1018613,5.46,0.060179872,55627,,,,unlabeled
IG0003871,129042,3869,2743,441646,30.72,0.051625057,135654,,,,unlabeled
IG0003872,68191,3742,3608,1727925,4.37,0.011400958,75541,,,,unlabeled
IG0003873,184202,8951,1340,398451,48.81,0.180197816,194493,,,,unlabeled
IG0003874,93758,1042,2698,1831276,5.32,0.021296626,97498,,,,unlabeled
IG0003875,63871,3994,2404,579442,12.13,0.116146223,70269,,,,unlabeled
IG0003876,119166,5597,3229,641419,19.95,0.101181911,127992,,,,unlabeled
IG0003877,189701,19,4788,1436398,13.54,0.064397194,194508,,,,unlabeled
IG0003878,62647,5986,2162,539764,13.12,0.088742487,70795,,,,unlabeled
IG0003879,199299,2227,1030,1177294,17.21,0.079164593,202556,,,,unlabeled
IG0003880,84252,4187,4539,271122,34.29,0.290644064,92978,,,,unlabeled
IG0003881,73905,8562,4751,988544,8.82,0.026301308,87218,,,,unlabeled
IG0003882,171167,788,3448,720550,24.34,0.040108251,175403,,,,unlabeled
IG0003883,181752,1503,3020,907649,20.52,0.069960965,186275,,,,unlabeled
IG0003884,73622,6169,2635,1835339,4.49,0.054485847,82426,,,,unlabeled
IG0003885,194216,1804,4150,217100,92.2,0.068631967,200170,,,,unlabeled
IG0003886,102305,9883,4032,714444,16.27,0.095458846,116220,,,,unlabeled
IG0003887,111638,6788,2809,1834163,6.61,0.018918711,121235,,,,unlabeled
IG0003888,93192,8037,2002,1458795,7.08,0.027282792,103231,,,,unlabeled
IG0003889,135058,5837,1559,593122,24.02,0.156123024,142454,,,,unlabeled
IG0003890,96034,1925,2112,1200727,8.33,0.055882811,100071,,,,unlabeled
IG0003891,46825,7971,859,1779319,3.13,0.043499788,55655,,,,unlabeled
IG0003892,123881,3889,2195,680607,19.1,0.007493311,129965,,,,unlabeled
IG0003893,43276,6240,1918,1865212,2.76,0.046965171,51434,,,,unlabeled
IG0003894,21273,2014,838,788056,3.06,0.066746526,24125,,,,unlabeled
IG0003895,43960,5551,369,169399,29.45,0.292209517,49880,,,,unlabeled
IG0003896,174318,7657,956,1463370,12.5,0.06457697,182931,,,,unlabeled
IG0003897,6787,1497,3439,1957445,0.6,0.005772831,11723,,,,unlabeled
IG0003898,145498,8117,240,1449439,10.61,0.019869757,153855,,,,unlabeled
IG0003899,7831,6331,1121,387050,3.95,0.028678465,15283,,,,unlabeled
IG0003900,73107,8587,477,1743785,4.71,0.00791382,82171,,,,unlabeled
IG0003901,4209,3115,4645,1490437,0.8,0.011137673,11969,,,,unlabeled
IG0003902,121114,3286,4508,950562,13.56,0.087106364,128908,,,,unlabeled
IG0003903,120210,7543,1376,26264,491.66,0.48355163,129129,,,,unlabeled
IG0003904,88567,3209,3200,8004,1186.61,10.76961519,94976,,,,unlabeled
IG0003905,13162,3004,1623,1719493,1.03,0.015353363,17789,,,,unlabeled
IG0003906,27109,3572,2299,531248,6.21,0.15303587,32980,,,,unlabeled
IG0003907,70725,4236,4764,1946564,4.1,0.014795301,79725,,,,unlabeled
IG0003908,136269,9466,3889,1242675,12.04,0.005069708,149624,,,,unlabeled
IG0003909,152757,3216,4607,67338,238.47,0.815290029,160580,,,,unlabeled
IG0003910,14963,1586,554,1985455,0.86,0.035911164,17103,,,,unlabeled
IG0003911,14960,9781,4201,1803007,1.61,0.055074661,28942,,,,unlabeled
IG0003912,128474,1043,2113,289345,45.49,0.271648033,131630,,,,unlabeled
IG0003913,31469,9907,4035,1595584,2.85,0.000438711,45411,,,,unlabeled
IG0003914,95177,1504,138,1158447,8.36,0.013984239,96819,,,,unlabeled
IG0003915,199944,7622,3851,208801,101.25,0.07806476,211417,,,,unlabeled
IG0003916,24288,5178,50,1841635,1.6,0.004452565,29516,,,,unlabeled
IG0003917,32737,6986,4438,17333,254.78,0.900017308,44161,,,,unlabeled
IG0003918,3781,4311,96,864085,0.95,0.106471007,8188,,,,unlabeled
IG0003919,127630,1145,1858,623373,20.96,0.083096316,130633,,,,unlabeled
IG0003920,104711,6622,2306,1388279,8.19,0.009003954,113639,,,,unlabeled
IG0003921,124244,8674,4246,329977,41.57,0.009697646,137164,,,,unlabeled
IG0003922,39150,2648,1143,1279113,3.36,0.067077733,42941,,,,unlabeled
IG0003923,98191,4196,5,1961992,5.22,0.039704545,102392,,,,unlabeled
IG0003924,113797,7321,4220,1008776,12.42,0.042328525,125338,,,,unlabeled
IG0003925,90428,1448,3251,1235862,7.7,0.06400391,95127,,,,unlabeled
IG0003926,93111,8827,21,1470635,6.93,0.051406365,101959,,,,unlabeled
IG0003927,106335,7317,1413,1764951,6.52,0.031728926,115065,,,,unlabeled
IG0003928,110267,5798,3124,1483691,8.03,0.045427249,119189,,,,unlabeled
IG0003929,81620,9584,3669,250618,37.86,0.144043923,94873,,,,unlabeled
IG0003930,193138,8370,4677,730537,28.22,0.020669727,206185,,,,unlabeled
IG0003931,50597,7754,3467,736945,8.39,0.107199316,61818,,,,unlabeled
IG0003932,25267,1301,3496,1090776,2.76,0.039146443,30064,,,,unlabeled
IG0003933,131485,4790,1705,538542,25.62,0.16526102,137980,,,,unlabeled
IG0003934,138541,8142,2118,1060150,14.04,0.051785125,148801,,,,unlabeled
IG0003935,174249,5127,2785,630959,28.87,0.153417258,182161,,,,unlabeled
IG0003936,20046,9780,2814,124643,26.19,0.549569571,32640,,,,unlabeled
IG0003937,134588,7910,892,1819013,7.88,0.003133567,143390,,,,unlabeled
IG0003938,86680,223,1415,1686090,5.24,0.033924642,88318,,,,unlabeled
IG0003939,55540,9845,1132,1495231,4.45,0.013108342,66517,,,,unlabeled
IG0003940,56666,8297,4541,870781,7.98,0.107489713,69504,,,,unlabeled
IG0003941,127970,7306,2623,271075,50.87,0.101447939,137899,,,,unlabeled
IG0003942,114774,2635,1710,1129468,10.55,0.079417921,119119,,,,unlabeled
IG0003943,37940,1960,4177,326793,13.49,0.1713623,44077,,,,unlabeled
IG0003944,72568,6883,4503,915675,9.17,0.050017746,83954,,,,unlabeled
IG0003945,153746,4643,613,1620185,9.81,0.027465999,159002,,,,unlabeled
IG0003946,146619,6844,1940,1908924,8.14,0.021949538,155403,,,,unlabeled
IG0003947,146558,594,4568,50482,300.54,0.417970762,151720,,,,unlabeled
IG0003948,113371,7489,4162,1677151,7.45,0.028679588,125022,,,,unlabeled
IG0003949,14732,6798,3198,112340,22.01,0.128182304,24728,,,,unlabeled
IG0003950,4728,278,4556,1601451,0.6,0.011239807,9562,,,,unlabeled
IG0003951,43103,8583,3551,1156010,4.78,0.000346018,55237,,,,unlabeled
IG0003952,52919,4064,2175,704199,8.4,0.053109987,59158,,,,unlabeled
IG0003953,156438,9262,4919,6048,2821.08,11.29298942,170619,,,,unlabeled
IG0003954,177876,779,3783,968757,18.83,0.070296266,182438,,,,unlabeled
IG0003955,105245,3700,741,1149446,9.54,0.056374984,109686,,,,unlabeled
IG0003956,75558,7573,2274,984721,8.67,0.048846323,85405,,,,unlabeled
IG0003957,40906,6255,2328,1742587,2.84,0.050327473,49489,,,,unlabeled
IG0003958,93689,5357,4501,2470,4192.19,33.2388664,103547,,,,unlabeled
IG0003959,51427,9371,3480,715539,8.98,0.093775462,64278,,,,unlabeled
IG0003960,192183,4245,4863,1367363,14.72,0.033568262,201291,,,,unlabeled
IG0003961,3644,5888,1117,328516,3.24,0.185683498,10649,,,,unlabeled
IG0003962,197390,8126,4661,967333,21.73,0.032873891,210177,,,,unlabeled
IG0003963,139661,45,4317,282808,50.93,0.106079036,144023,,,,unlabeled
IG0003964,71924,8808,2715,182364,45.76,0.211664583,83447,,,,unlabeled
IG0003965,80380,6989,2493,1547663,5.81,0.049170911,89862,,,,unlabeled
IG0003966,122101,1050,3399,1548516,8.17,0.062834352,126550,,,,unlabeled
IG0003967,166914,8305,491,1741372,10.09,0.048352678,175710,,,,unlabeled
IG0003968,179409,9916,260,97542,194.36,0.936007053,189585,,,,unlabeled
IG0003969,46369,1541,1864,794209,6.27,0.058296997,49774,,,,unlabeled
IG0003970,58388,2491,2421,486263,13.02,0.020565003,63300,,,,unlabeled
IG0003971,50643,5198,2028,1964044,2.95,0.021282619,57869,,,,unlabeled
IG0003972,18854,53,4838,963976,2.46,0.015560553,23745,,,,unlabeled
IG0003973,53730,6793,594,166918,36.61,0.286967253,61117,,,,unlabeled
IG0003974,33868,777,4504,441057,8.88,0.136036839,39149,,,,unlabeled
IG0003975,68249,5227,2304,687471,11.02,0.116077624,75780,,,,unlabeled
IG0003976,174332,3161,1910,1184,15152.28,32.17905405,179403,,,,unlabeled
IG0003977,166171,6740,2161,1055858,16.58,0.062034857,175072,,,,unlabeled
IG0003978,28409,4138,531,1535247,2.15,0.015176711,33078,,,,unlabeled
IG0003979,144661,9158,3997,1237469,12.75,0.071436133,157816,,,,unlabeled
IG0003980,180820,9446,3006,891796,21.67,0.065149429,193272,,,,unlabeled
IG0003981,162839,6314,4470,526402,32.98,0.142286693,173623,,,,unlabeled
IG0003982,17526,1143,4749,1386110,1.69,0.005699403,23418,,,,unlabeled
IG0003983,95555,4175,4355,830966,12.53,0.061976062,104085,,,,unlabeled
IG0003984,131776,9236,2985,1252728,11.49,0.045740177,143997,,,,unlabeled
IG0003985,125018,1011,4809,1010144,12.95,0.077513701,130838,,,,unlabeled
IG0003986,64604,38,3894,1848764,3.71,0.053765651,68536,,,,unlabeled
IG0003987,60066,1042,473,1182988,5.21,0.021132928,61581,,,,unlabeled
IG0003988,33835,997,4209,1703832,2.29,0.044429263,39041,,,,unlabeled
IG0003989,175158,9460,2088,1115009,16.74,0.011300357,186706,,,,unlabeled
IG0003990,109233,5174,671,1974126,5.83,0.001114417,115078,,,,unlabeled
IG0003991,191727,8399,832,1222849,16.43,0.039579703,200958,,,,unlabeled
IG0003992,164192,4949,2486,424719,40.41,0.025193128,171627,,,,unlabeled
IG0003993,124212,7015,3723,451212,29.91,0.154029591,134950,,,,unlabeled
IG0003994,23263,5280,838,238679,12.31,0.323446973,29381,,,,unlabeled
IG0003995,162589,4520,1718,105595,159.88,0.675221365,168827,,,,unlabeled
IG0003996,184660,3175,4962,592790,32.52,0.104252771,192797,,,,unlabeled
IG0003997,166827,6255,2628,904631,19.42,0.01912382,175710,,,,unlabeled
IG0003998,192655,1770,650,1328592,14.68,0.059235642,195075,,,,unlabeled
IG0003999,78239,8776,4226,1229279,7.42,0.023021625,91241,,,,unlabeled
IG0004000,40083,442,3748,1929904,2.29,0.027047978,44273,,,,unlabeled
IG0004001,16898,9078,1911,1917161,1.45,0.042510775,27887,,,,unlabeled
IG0004002,46832,7415,4633,405366,14.53,0.077214172,58880,,,,unlabeled
IG0004003,70365,9707,4006,852697,9.86,0.018294893,84078,,,,unlabeled
IG0004004,103655,5510,2339,1697976,6.57,0.022791842,111504,,,,unlabeled
IG0004005,182463,7817,2558,1064969,18.11,0.04582293,192838,,,,unlabeled
IG0004006,15673,1759,4057,14041,153.04,7.093511858,21489,,,,unlabeled
IG0004007,185998,4261,2020,784583,24.51,0.024726511,192279,,,,unlabeled
IG0004008,45259,7570,309,906298,5.86,0.030012203,53138,,,,unlabeled
IG0004009,112343,9745,1232,1681549,7.33,0.01688919,123320,,,,unlabeled
IG0004010,83791,8997,2726,44556,214.37,0.929167789,95514,,,,unlabeled
IG0004011,70097,5436,418,1347093,5.64,0.030435909,75951,,,,unlabeled
IG0004012,59196,2659,2428,299550,21.46,0.108162243,64283,,,,unlabeled
IG0004013,162171,3026,4223,182377,92.9,0.218229272,169420,,,,unlabeled
IG0004014,77791,7857,296,675244,12.73,0.120549016,85944,,,,unlabeled
IG0004015,48468,5461,985,376235,14.6,0.021794889,54914,,,,unlabeled
IG0004016,119312,751,2650,790076,15.53,0.115052223,122713,,,,unlabeled
IG0004017,6146,6566,4406,1235169,1.39,0.039427803,17118,,,,unlabeled
IG0004018,166997,3954,4598,269163,65.22,0.034551554,175549,,,,unlabeled
IG0004019,150982,6334,2539,361057,44.27,0.02603467,159855,,,,unlabeled
IG0004020,195454,8280,2270,630709,32.66,0.131756484,206004,,,,unlabeled
IG0004021,95438,4187,4455,992102,10.49,0.090111702,104080,,,,unlabeled
IG0004022,107914,8591,3003,31759,376.3,1.98998709,119508,,,,unlabeled
IG0004023,177856,2771,3132,30064,611.23,1.736295902,183759,,,,unlabeled
IG0004024,69861,198,2852,547509,13.32,0.160545306,72911,,,,unlabeled
IG0004025,7992,6733,3456,1853334,0.98,0.023687042,18181,,,,unlabeled
IG0004026,168161,4250,953,1695175,10.23,0.007609834,173364,,,,unlabeled
IG0004027,72067,2442,2623,1826856,4.22,0.013520496,77132,,,,unlabeled
IG0004028,145343,4914,4403,1260240,12.27,0.031898686,154660,,,,unlabeled
IG0004029,56172,2121,2350,238853,25.39,0.353774079,60643,,,,unlabeled
IG0004030,48046,3698,2770,249958,21.81,0.292849199,54514,,,,unlabeled
IG0004031,137817,2179,1990,126096,112.6,0.080097703,141986,,,,unlabeled
IG0004032,170790,7117,2652,232202,77.76,0.110248835,180559,,,,unlabeled
IG0004033,66181,3046,4786,1313249,5.64,0.029012015,74013,,,,unlabeled
IG0004034,173202,5948,953,1261812,14.27,0.078775602,180103,,,,unlabeled
IG0004035,77186,4630,1251,988670,8.4,0.064935722,83067,,,,unlabeled
IG0004036,140768,4046,2133,829626,17.71,0.033388539,146947,,,,unlabeled
IG0004037,190335,7069,2385,1828403,10.93,0.034729761,199789,,,,unlabeled
IG0004038,79716,8196,4938,1191587,7.79,0.022491014,92850,,,,unlabeled
IG0004039,68815,5552,4730,1696165,4.66,0.031482786,79097,,,,unlabeled
IG0004040,155611,2995,3807,84899,191.3,0.366317624,162413,,,,unlabeled
IG0004041,75324,9407,3925,278402,31.84,0.009339013,88656,,,,unlabeled
IG0004042,138367,8451,95,1344829,10.92,0.023274335,146913,,,,unlabeled
IG0004043,3047,6251,1943,1267576,0.89,0.062323679,11241,,,,unlabeled
IG0004044,68359,5765,2297,373480,20.46,0.009371318,76421,,,,unlabeled
IG0004045,137097,5523,3208,1344638,10.85,0.013981458,145828,,,,unlabeled
IG0004046,136846,646,3771,1925208,7.34,0.049656972,141263,,,,unlabeled
IG0004047,18522,3297,4796,433736,6.14,0.039655459,26615,,,,unlabeled
IG0004048,84299,1332,3876,112900,79.28,0.024800709,89507,,,,unlabeled
IG0004049,127545,1852,2369,104276,126.36,0.77198972,131766,,,,unlabeled
IG0004050,187756,1127,1808,701478,27.18,0.137851793,190691,,,,unlabeled
IG0004051,147295,655,1839,34607,432.83,1.710636576,149789,,,,unlabeled
IG0004052,116397,8603,1838,1885534,6.73,0.026146439,126838,,,,unlabeled
IG0004053,170576,811,260,766276,22.4,0.084956334,171647,,,,unlabeled
IG0004054,181495,5653,4311,1588496,12.05,0.012023952,191459,,,,unlabeled
IG0004055,9187,5051,1381,473324,3.3,0.157820013,15619,,,,unlabeled
IG0004056,186116,2941,116,1573509,12.02,0.032983605,189173,,,,unlabeled
IG0004057,104320,4443,488,562738,19.41,0.141095856,109251,,,,unlabeled
IG0004058,99504,7368,207,1039166,10.3,0.048211739,107079,,,,unlabeled
IG0004059,184684,4715,2812,1912179,10.05,0.027246403,192211,,,,unlabeled
IG0004060,10852,6023,2518,882006,2.2,0.099319052,19393,,,,unlabeled
IG0004061,115712,4137,536,370838,32.46,0.110021087,120385,,,,unlabeled
IG0004062,65820,7407,997,714210,10.39,0.10151076,74224,,,,unlabeled
IG0004063,85866,6139,1954,1243917,7.55,0.047430817,93959,,,,unlabeled
IG0004064,79585,9518,1565,473665,19.14,0.177129406,90668,,,,unlabeled
IG0004065,182669,6048,2926,691274,27.72,0.058442817,191643,,,,unlabeled
IG0004066,73690,3319,1015,531074,14.69,0.120510513,78024,,,,unlabeled
IG0004067,143894,7550,4183,1534935,10.14,0.06006769,155627,,,,unlabeled
IG0004068,192914,6815,4989,1916234,10.68,0.050150451,204718,,,,unlabeled
IG0004069,101510,9787,818,307626,36.45,0.279885315,112115,,,,unlabeled
IG0004070,88368,8564,2649,16436,605.87,2.810902896,99581,,,,unlabeled
IG0004071,34035,2372,1001,649884,5.76,0.04770082,37408,,,,unlabeled
IG0004072,3316,5220,2700,1970646,0.57,0.013498112,11236,,,,unlabeled
IG0004073,18138,4642,2220,1905962,1.31,0.009129248,25000,,,,unlabeled
IG0004074,65191,9962,997,1964261,3.88,0.013032891,76150,,,,unlabeled
IG0004075,160078,4427,1619,1616726,10.28,0.051400175,166124,,,,unlabeled
IG0004076,145471,8452,1413,1978891,7.85,0.010359338,155336,,,,unlabeled
IG0004077,113519,1750,283,626726,18.44,0.086162055,115552,,,,unlabeled
IG0004078,50556,6710,904,749421,7.76,0.012142708,58170,,,,unlabeled
IG0004079,175670,3674,3996,1042628,17.58,0.073372286,183340,,,,unlabeled
IG0004080,16684,3711,2779,1713387,1.35,0.007528947,23174,,,,unlabeled
IG0004081,124681,4151,2547,1159556,11.33,0.061747772,131379,,,,unlabeled
IG0004082,22648,1242,1654,216419,11.8,0.413087575,25544,,,,unlabeled
IG0004083,145247,350,53,1964677,7.41,0.027434535,145650,,,,unlabeled
IG0004084,85366,3355,341,922527,9.65,0.038156065,89062,,,,unlabeled
IG0004085,70077,9134,1890,1592988,5.09,0.0279977,81101,,,,unlabeled
IG0004086,11681,3027,1818,1551077,1.07,0.02275838,16526,,,,unlabeled
IG0004087,111776,9920,4649,1991478,6.34,0.041727802,126345,,,,unlabeled
IG0004088,191833,1899,374,318684,60.91,0.212749934,194106,,,,unlabeled
IG0004089,156220,3286,863,436113,36.77,0.198113792,160369,,,,unlabeled
IG0004090,187766,8530,1355,142061,139.13,0.486410767,197651,,,,unlabeled
IG0004091,165423,4417,571,1956371,8.71,0.008076178,170411,,,,unlabeled
IG0004092,112844,8102,3589,1351581,9.21,0.037881562,124535,,,,unlabeled
IG0004093,88490,6323,3652,1531873,6.43,0.038514942,98465,,,,unlabeled
IG0004094,14394,7646,3387,263516,9.65,0.099424703,25427,,,,unlabeled
IG0004095,20035,4786,703,1097510,2.33,0.057038205,25524,,,,unlabeled
IG0004096,35597,985,3118,1430783,2.77,0.015096629,39700,,,,unlabeled
IG0004097,91780,9694,1519,499216,20.63,0.019430467,102993,,,,unlabeled
IG0004098,132219,8898,1880,1113258,12.84,0.051650201,142997,,,,unlabeled
IG0004099,25267,8308,1778,512399,6.9,0.048985263,35353,,,,unlabeled
IG0004100,165038,9076,2287,389450,45.29,0.05520606,176401,,,,unlabeled
IG0004101,120548,4863,3526,42404,304.07,1.155551363,128937,,,,unlabeled
IG0004102,193856,9745,2022,1977890,10.4,0.025330023,205623,,,,unlabeled
IG0004103,49331,6076,4371,319078,18.73,0.21154702,59778,,,,unlabeled
IG0004104,87990,4786,891,422170,22.19,0.026529597,93667,,,,unlabeled
IG0004105,155085,2520,328,459552,34.37,0.0134914,157933,,,,unlabeled
IG0004106,38429,5422,295,136549,32.33,0.590264301,44146,,,,unlabeled
IG0004107,39264,2903,1956,1689715,2.61,0.001834629,44123,,,,unlabeled
IG0004108,81393,1062,149,1448465,5.7,0.034243147,82604,,,,unlabeled
IG0004109,147144,2695,3010,1553207,9.84,0.061743219,152849,,,,unlabeled
IG0004110,185324,3389,3705,1363078,14.12,0.007189611,192418,,,,unlabeled
IG0004111,158626,5696,3160,1361552,12.3,0.055818654,167482,,,,unlabeled
IG0004112,131829,8225,4650,1972526,7.34,0.014752657,144704,,,,unlabeled
IG0004113,112617,5952,3850,1003516,12.2,0.093770304,122419,,,,unlabeled
IG0004114,15782,6071,301,402699,5.5,0.14849801,22154,,,,unlabeled
IG0004115,3316,922,913,1333389,0.39,0.051897833,5151,,,,unlabeled
IG0004116,180714,3206,2251,795997,23.39,0.057537905,186171,,,,unlabeled
IG0004117,130563,589,320,67731,194.11,0.786936558,131472,,,,unlabeled
IG0004118,83455,4606,1666,1535934,5.84,0.044207629,89727,,,,unlabeled
IG0004119,188399,8564,365,255849,77.13,0.3771756,197328,,,,unlabeled
IG0004120,42154,6050,3478,557546,9.27,0.142768489,51682,,,,unlabeled
IG0004121,18927,1151,87,468390,4.31,0.196417515,20165,,,,unlabeled
IG0004122,49116,757,3584,1534620,3.48,0.060145183,53457,,,,unlabeled
IG0004123,101739,7423,325,209863,52.17,0.33498044,109487,,,,unlabeled
IG0004124,63350,9743,1261,1570929,4.73,0.061492276,74354,,,,unlabeled
IG0004125,93989,5083,2958,1461870,6.98,0.02804627,102030,,,,unlabeled
IG0004126,42629,9914,797,384235,13.88,0.091090088,53340,,,,unlabeled
IG0004127,73915,8853,957,1069350,7.83,0.093047178,83725,,,,unlabeled
IG0004128,49555,7205,462,1709669,3.35,0.013101951,57222,,,,unlabeled
IG0004129,12934,6692,560,1791792,1.13,0.004799664,20186,,,,unlabeled
IG0004130,14619,9609,47,1171553,2.07,0.029960232,24275,,,,unlabeled
IG0004131,147453,4105,2746,1516884,10.17,0.047465726,154304,,,,unlabeled
IG0004132,26957,2866,3419,1780235,1.87,0.053139052,33242,,,,unlabeled
IG0004133,159912,8744,4363,700086,24.71,0.062706582,173019,,,,unlabeled
IG0004134,94660,7382,1184,1396706,7.39,0.02577493,103226,,,,unlabeled
IG0004135,174357,1490,4382,441408,40.83,0.027412281,180229,,,,unlabeled
IG0004136,51042,1185,1315,796850,6.72,0.029993098,53542,,,,unlabeled
IG0004137,180111,711,250,1801449,10.05,0.047295261,181072,,,,unlabeled
IG0004138,129580,4968,970,375336,36.11,0.202218812,135518,,,,unlabeled
IG0004139,97245,40,4437,806977,12.61,0.077077785,101722,,,,unlabeled
IG0004140,42273,1563,1118,641276,7.01,0.001559391,44954,,,,unlabeled
IG0004141,5682,6316,2958,609585,2.45,0.056923973,14956,,,,unlabeled
IG0004142,108910,7315,4425,1867489,6.46,0.03914347,120650,,,,unlabeled
IG0004143,31311,4428,3434,994486,3.94,0.067270932,39173,,,,unlabeled
IG0004144,180683,4339,1269,106813,174.41,0.784548697,186291,,,,unlabeled
IG0004145,109787,468,248,48746,226.69,1.916054651,110503,,,,unlabeled
IG0004146,128984,3158,528,1239736,10.7,0.026376583,132670,,,,unlabeled
IG0004147,195710,730,3393,903573,22.12,0.095841731,199833,,,,unlabeled
IG0004148,40340,7809,3314,112550,45.72,0.615726344,51463,,,,unlabeled
IG0004149,190039,9067,2296,1394391,14.44,0.039587175,201402,,,,unlabeled
IG0004150,160680,5365,4075,155574,109.35,0.559862188,170120,,,,unlabeled
IG0004151,125540,709,359,270084,46.88,0.114038595,126608,,,,unlabeled
IG0004152,122260,9919,4183,1341665,10.16,0.047329251,136362,,,,unlabeled
IG0004153,51111,9606,2124,1082126,5.81,0.073651312,62841,,,,unlabeled
IG0004154,180783,446,3039,426674,43.19,0.226402359,184268,,,,unlabeled
IG0004155,159267,677,4462,801435,20.51,0.050035249,164406,,,,unlabeled
IG0004156,165331,1733,2013,1647191,10.26,0.015663029,169077,,,,unlabeled
IG0004157,109593,5032,1963,1086174,10.73,0.031946999,116588,,,,unlabeled
IG0004158,143930,6925,2944,1341315,11.47,0.010437518,153799,,,,unlabeled
IG0004159,79757,533,4057,364880,23.12,0.236516115,84347,,,,unlabeled
IG0004160,85383,3954,4239,493068,18.98,0.194902123,93576,,,,unlabeled
IG0004161,149287,7452,3195,1656065,9.66,0.02222135,159934,,,,unlabeled
IG0004162,75116,7871,3802,66902,129.73,0.224208544,86789,,,,unlabeled
IG0004163,154002,5241,3703,1438090,11.33,0.038384246,162946,,,,unlabeled
IG0004164,49467,9472,541,564295,10.54,0.145136852,59480,,,,unlabeled
IG0004165,38904,1544,4662,1349816,3.34,0.05452595,45110,,,,unlabeled
IG0004166,71252,5544,4721,1757339,4.64,0.030785181,81517,,,,unlabeled
IG0004167,12862,7182,163,337042,6,0.288094659,20207,,,,unlabeled
IG0004168,106828,4100,2909,1177698,9.67,0.071155763,113837,,,,unlabeled
IG0004169,165423,321,948,104194,159.98,0.200587366,166692,,,,unlabeled
IG0004170,153501,2401,4368,1594887,10.05,0.009655856,160270,,,,unlabeled
IG0004171,20375,2163,4939,1554017,1.77,0.021299638,27477,,,,unlabeled
